Gender ,Unit Location ,Time in role,TIDES Day 1,TIDES Day 2,TIDES Day 3,TIDES Orientation ,TIDES Physical Skills Pre-reqs ,Safe & Well Trainings,Safe & Well Trainings_open ,PreKnowledge1 ,PreKnowledge2,PreKnowledge3,PreKnowledge4,PreKnowledge5,PreKnowledge6,PreKnowledge7,PreKnowledge8,PreKnowledge9,PreKnowledge10,PreKnowledge11,PreKnowledge12,PreConfidence1,PreConfidence2,PreConfidence3,PreConfidence4,PreConfidence5,PreConfidence6,PreConfidence7,PreConfidence8,PostKnowledge1 ,PostKnowledge2,PostKnowledge3,PostKnowledge4,PostKnowledge5,PostKnowledge6,PostKnowledge7,PostKnowledge8,PostKnowledge9,PostKnowledge10,PostKnowledge11,PostKnowledge12,PostConfidence1,PostConfidence2,PostConfidence3,PostConfidence4,PostConfidence5,PostConfidence6,PostConfidence7,PostConfidence8,LearningAreas1,LearningAreas2,LearningAreas3,LearningAreas4,LearningAreas5,LearningAreas6,LearningAreas7,ContentAreas1,ContentAreas2,ContentAreas3,ContentAreas4,ContentAreas5,ContentAreas6,Intent2Use_Open,Intentnotuse_Open,Satisfaction,Otherfeedback_open,PreK,PostK,PreC,PostC,PreKScore,PostKScore,PreCScore,PostCScore
Male,2,1,.,1,.,.,.,.,.,4,4,5,4,5,4,3,3,2,4,2,2,4,2,2,1,1,1,2,4,5,5,4,5,5,5,4,4,4,4,5,5,4,4,4,4,5,5,4,5,5,4,5,5,5,4,5,4,4,4,4,3,3,.,.,4,.,3.5,4.583333333,2.125,4.375,34,52,27,38
Male ,2,1,1,1,.,1,1,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,5,0,60,0,20,0
Female,2,4,1,1,.,.,.,.,.,2,4,5,5,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,5,5,4,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,"I certainly intend to use applying physical restraints in a safe practice and beeing trauma aware, work as a team and keep each other to make CAMH safer. ",.,5,"I really learned a lot, it was educational and allow me to better incorporate the right technique when managing patient behaviors. I especially will apply strategies to better self-care. Very education and informative. Great team presenter. Love *",4,4.333333333,3.75,4.25,46,51,34,37
Female,2,1,1,1,.,2,2,2,.,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,3,4,4,4,Educate other staff in use of TIDES in crisis that have not yet attended training ,I will use this information ,5,Thank you! One day training would be better,3.916666667,4.25,3.75,4.375,46,52,31,38
Female,2,1,1,1,.,1,.,.,.,4,4,4,4,.,2,2,2,.,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,4,4,4,4,Practice restraints ,.,4,.,2.833333333,4,3.125,4,31,48,28,36
Female,2,1,2,2,.,1,2,2,.,4,4,4,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,Better placement of hands during restraint events to prevent patient and own injury,.,5,.,3.5,4.916666667,3.25,5,39,60,32,40
Male,2,1,1,1,.,1,1,1,.,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,.,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,.,.,5,.,3.75,3.416666667,4,4,45,47,26,32
Female,2,1,1,1,.,.,.,.,.,4,4,4,4,4,4,4,4,4,5,5,5,3,5,3,3,3,3,3,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,Continue to provide trauma-informed care and self-care is important ,Do intend to use ,5,camhstaff and camhstaff brought great energy and are very supportive it was a no judgement space. They rocked! ,4.25,4.833333333,3.5,5,49,58,34,40
Female,2,1,1,1,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,3,4,3,2,2,2,2,2,2,2,2,5,5,5,4,5,5,5,4,4,4,4,4,4,Doing code white and de-escalation ,.,5,.,2,3.75,2,2,24,38,23,27
Male,2,1,1,1,.,1,1,.,.,4,4,4,4,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,.,.,4,Thank you!,3.583333333,3.916666667,3.25,3.875,40,47,28,32
Male,2,1,1,1,.,1,2,1,.,3,3,3,4,4,2,2,2,3,3,1,1,4,2,3,3,3,3,3,3,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,Trauma-aware practice and de-escalation ,.,5,.,2.583333333,4.75,3,5,30,59,30,40
Female,2,1,1,1,.,1,.,.,.,4,5,4,4,5,4,4,5,5,4,5,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,During code situations that warrant use of restraints ,.,4,.,4.5,4.166666667,3.75,4,51,50,32,32
Male,2,1,1,1,.,1,1,.,.,4,4,4,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,4,4,4,4,4,I will approach Trauma-aware strategies with a more open mind.,.,5,.,4.25,5,4.875,5,54,60,40,38
Female ,2,1,2,1,.,1,2,2,.,4,4,5,4,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,5,5,5,4,5,4,4,4,4,5,5,5,4,4,4,4,4,4,5,5,5,4,5,5,5,4,5,2,"2,3",2,2,2,2,During times verbal direct on/de-escalation wasn't working ,.,4,.,3.833333333,4.583333333,3.625,4.25,43,52,34,37
Female ,2,1,1,1,.,.,1,1,Safety management ,4,4,4,4,.,4,4,3,2,4,4,4,5,5,5,5,4,3,4,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,3.416666667,4.75,4.5,5,45,59,34,40
Female ,2,1,1,1,.,.,.,.,.,4,4,4,4,2,1,1,1,2,4,2,4,2,1,1,1,1,1,2,4,4,4,4,4,4,2,2,2,2,4,2,4,2,2,2,2,2,2,2,4,4,4,5,5,4,3,5,4,4,4,4,3,3,I'll be sure to check in with myself and practice self-care after trauma events. I'll check-in more often with those who've been in restraints ,.,5,Thank you so much! ,2.75,3.166666667,1.625,2.25,22,30,24,28
Female ,2,1,2,1,.,1,1,2,.,5,4,4,4,5,3,3,3,3,4,4,4,4,4,3,3,3,3,4,4,4,4,5,5,5,4,5,4,4,4,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,I think the debriefing to a patient is really important to make sure communication and relationships are strong. De-escalation strategies,.,5,.,3.833333333,4.5,3.5,4.125,43,53,32,36
Female ,2,1,.,.,.,.,.,.,.,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,4,5,4,4,4,4,3,3,3,3,3,3,On unit practice and clinical practice ,.,4,Thanks!,3.333333333,3.666666667,3.25,3.75,38,44,27,32
Male ,2,1,1,1,.,1,1,2,.,5,5,5,5,4,2,2,2,2,5,5,5,5,5,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,4,4,4,3,1,1,1,1,1,Alreading this material in practice ,.,3,Could have been condensed into a 4 hour a.m. session ,3.916666667,5,3.375,5,41,60,33,34
Female ,2,2,2,1,,1,2,1,On Unit TIDES,4,4,4,4,4,2,2,2,2,4,4,4,4,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,5,3,2,4,4,4,4,2,2,2,1,3,1,.,.,.,.,3.333333333,4,1.875,3,32,44,23,26
Male,2,1,1,1,,2,.,1,On Unit Training ,4,4,4,4,4,1,1,1,2,4,4,4,4,3,1,1,1,2,2,4,4,4,5,5,4,2,2,2,2,4,5,5,4,4,2,2,2,2,2,4,4,4,5,3,3,3,3,4,2,3,3,2,3,.,.,4,.,3.083333333,3.666666667,2.25,2.75,30,38,27,26
Male ,2,2,1,1,,1,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,4,4.75,4,4.75,48,57,34,40
Female ,2,1,.,.,,.,.,.,.,4,4,4,4,4,4,3,3,4,4,4,4,4,5,4,4,3,4,5,5,.,.,.,.,.,.,.,.,.,.,.,.,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,.,.,5,Having a larger space would be beneficial; overall very informative and well received ,3.833333333,0,4.25,4.875,47,19,17,40
Female ,2,3,1,1,,1,1,.,.,.,4,3,2,4,2,2,1,1,3,2,3,2,2,2,1,1,2,3,4,4,5,4,4,5,4,4,4,4,5,4,5,4,4,3,3,4,4,3,4,5,5,5,5,5,.,5,4,4,4,4,4,4,Trauma informed strategies before/during restraint [illegible]. Debriefing with client ,.,5,.,2.25,4.333333333,2.125,3.625,25,49,27,35
Female ,2,1,1,1,,.,1,.,.,5,4,5,4,4,3,3,3,3,5,4,5,4,4,2,2,1,1,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,4,4,3,5,4,5,4,4,4,4,3,5,3,1,3,2,3,2,More aware of how to conduct debrief with client.,.,4,"A review of documentation standards/practicing assessments for clients in mechanicals over several hours (eg cap refill, tolderating etc) would be a good reminder/refresher",4,4.833333333,3,4.125,42,55,32,33
Female ,2,1,1,1,,1,1,2,.,4,4,4,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,4,4,5,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,3,4,4,4,4,4,Knowing when to use proper restraints ,.,5,.,3.5,4.666666667,3.375,4,39,52,34,34
Female ,2,3,1,1,,.,.,1,PMAB,5,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,4,4,4,4,"Hand control, anchor",.,5,.,4.25,5,4.25,5,51,60,37,40
Male ,2,1,1,1,,1,1,2,.,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,using anchors more. Using hand controls more.,.,5,.,3.666666667,5,3.5,5,42,60,34,40
Male ,2,1,1,1,,1,1,.,.,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,4,4,4,5,4,4,3,3,3,4,Trauma aware restraint application. Safe application of restraint. ,Some physical holds are not feasible with already violent clients. ,5,.,4,4,3.5,4,46,48,30,33
Male ,2,.,.,.,,.,.,.,.,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,4.583333333,4.75,4.75,4.625,57,59,37,38
Male ,2,1,1,1,,1,.,.,.,3,2,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,.,5,.,3.666666667,0,3.875,4,46,16,16,32
Female ,2,1,1,1,,1,.,.,.,4,4,3,4,3,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,.,.,4,.,3.666666667,3.666666667,3.75,4,44,48,27,32
Female ,2,1,1,1,,1,2,2,.,2,4,4,4,4,1,1,1,4,4,2,4,4,2,1,1,1,4,2,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,.,4,4,4,4,4,4,4,I will attempt to utilize the physical restraint methods in my work place however it is not always realistic as most of the time patients are not still and everything happens so quickly. Make an effer tot offer PT PRN's and attemt to deescalate before it results into a seclusion event. ,.,5,"I wish we can have simulations of a real event i.e. a patient who is not so still and cooperative. Another example would be an unpredicted patient who in the middle of a restraint event decides to become aggressive and agitated. Thanks again for an amazing and informative session/training. These programs can be very dry/boring. Thanks for making it interactive, informative, short and sweet. ",2.916666667,4.25,2.375,4,29,50,28,35
Male,2,1,1,1,,.,.,.,.,4,4,4,5,4,3,3,3,3,4,4,4,4,4,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,4,4,.,4,2,2,2,2,3,3,The discussion on moral distress was very helpful. ,.,4,The instructors were very helpful. ,3.75,5,3.5,4.125,42,56,34,36
.,3,1,1,1,1,.,1,2,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,Yes,5,4,4,4,4,4,4,Using during a code on our floor,N/A,5,N/A,4,0,4,5,48,20,16,40
Male,3,4,.,.,.,.,.,.,.,4,4,4,3,3,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,4,4,4,4,4,5,5,4,3,4,4,5,5,3,3,3,3,4,4,Safe application of the shoulder strap. Scan all beds for appropriate landmarks for restraint application.,.,.,Very satisfied and learned helpful techniques to place in practice. ,3.833333333,4.5,4,4.375,48,56,31,33
Female,3,3,1,1,.,.,.,.,.,3,3,3,3,4,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,3,3,4,4,4,4,.,.,5,Very satisfied.,3.25,4.25,3.75,4.125,42,51,32,36
Female,3,3,1,1,.,2,2,2,.,5,5,5,4,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,5,5,5,5,3,.,5,4,4,4,4,4,4,Restraint application and self-protection ,.,5,.,4.916666667,5,2,3.875,48,56,28,35
Female,3,1,1,1,.,.,.,.,.,4,4,4,4,4,3,2,2,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,3,5,4,4,4,4,4,4,4,Put more effort in my own self-care ,.,5,Thank you! I found today practice and useful. It was fun! :) ,3.416666667,4,3,4,37,48,28,34
Female,3,6,1,1,.,.,1,2,.,4,4,5,5,4,4,4,3,3,4,5,5,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,4,3,3,3,3,3,.,.,.,5,.,4.166666667,3.916666667,3.625,4,48,47,29,32
Female,3,.,.,.,.,.,.,.,.,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,4,4,4,4,5,4,5,4,4,4,4,5,4,5,4,4,3,3,4,4,4,4,4,3,4,3,3,3,4,3,3,3,3,4,4,Applying extender to limb restraints to establish better control ,.,4,Do physical skills at the start of the day ,3.666666667,4.333333333,3.5,3.75,42,49,31,30
Male,3,3,1,1,.,1,1,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,.,.,4,.,4,4,4,4,48,48,32,32
Female,3,1,1,1,.,1,1,2,.,3,3,3,4,4,3,3,4,4,3,4,4,3,4,2,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,4,4,5,4,5,5,5,4,5,3,3,2,2,2,3,More restraints practice ,.,4,.,3.5,4,3.25,3.875,41,46,30,36
Female,3,4,1,1,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,In managing violent patient in ACU/GPU,.,4,Please make it more lively ,4,4,4,4,48,48,32,36
Female,3,2,1,1,.,2,2,2,.,4,4,4,4,2,2,2,2,2,4,4,4,4,4,2,2,2,2,4,4,4,5,5,5,4,4,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.,.,5,.,3.166666667,4.5,3,4.125,34,52,31,32
Female,3,5,1,1,.,1,1,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,5,4,4,4,5,5,5,5,5,4,4,4,5,4,5,5,4,4,4,4,3,3,.,.,5,.,4,4.666666667,4,4.625,48,55,34,37
Female ,3,3,1,1,.,1&2,1,2,.,4,4,4,4,5,3,4,3,3,4,4,4,4,4,3,3,3,3,4,5,4,4,4,5,4,5,4,5,4,4,5,5,4,4,3,3,4,4,4,4,5,5,5,5,5,.,4,4,3,3,4,4,4,I will attempt all learning strategies offered,.,4,.,3.833333333,4.416666667,3.625,3.75,44,50,32,36
Female ,3,1,1,1,.,.,.,.,.,3,2,4,4,3,4,3,2,2,3,4,4,4,3,4,4,2,2,3,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,2,3,Using the level 2 physical restraint and method is helpful for a falls risk patient,.,4,.,3.166666667,3.666666667,3.25,3.5,40,43,26,28
Female,3,4,1,1,.,.,1,.,.,5,5,5,5,5,1,1,1,1,5,5,5,4,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,When clients are sedated and disorganized wantering unit and when clients escalate ,.,5,.,3.666666667,5,2.375,5,35,60,28,40
Female,3,3,.,.,.,.,.,.,.,4,4,4,4,5,3,4,4,4,4,4,4,5,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,I intend to use what I learning today in the training ,5,.,4,4.166666667,4,4,49,49,32,36
Female,3,4,1,1,.,.,.,.,.,4,4,5,3,3,4,3,2,2,4,5,5,5,5,2,2,2,1,1,5,4,4,4,4,5,4,4,4,4,5,5,5,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,.,.,.,.,3.666666667,4.333333333,2.875,4.5,42,54,25,34
Male,3,6,1,1,.,1,1,2,.,5,5,5,5,5,5,4,5,5,5,4,4,4,3,3,3,3,4,4,4,4,4,5,4,4,4,4,4,4,.,3,4,3,3,3,3,3,3,3,3,4,5,5,4,2,3,4,3,3,3,3,3,3,Likely to speak up in debriefing ,.,4,.,4.75,3.666666667,3.5,3,50,39,32,30
Female,3,1,1,1,.,.,.,.,.,3,3,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,.,.,4,.,3.333333333,4,3.125,3,38,44,29,28
Female,3,4,1,1,.,.,.,.,.,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,.,.,4,.,3.75,4.083333333,3.5,4.25,43,49,31,34
Female,3,1,1,1,.,.,1,.,.,4,4,5,4,5,4,4,3,3,4,5,5,5,5,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,4.166666667,5,4.25,5,51,60,36,40
Female,3,2,1,1,.,.,1,.,.,4,4,5,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,4,4,4,4,4,4,.,.,5,Thank you! ,3.916666667,4.666666667,5,4.875,51,59,37,38
Female,3,3,1,1,.,.,.,1,Safewards,5,5,5,4,4,4,3,3,3,5,5,5,4,4,3,3,3,3,4,4,4,4,5,5,5,4,4,4,4,5,5,5,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,.,.,4,.,4.25,4.5,3.5,4.25,46,53,32,34
Female,3,6,1,1,.,.,.,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,5,5,5,5,60,60,40,40
Male ,3,2,1,1,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,.,.,4,.,4,4,4,4,48,48,32,32
Female ,3,4,1,1,.,.,.,`,PMAB,4,4,4,4,4,3,3,3,2,4,3,5,4,3,3,3,3,3,4,5,4,4,4,.,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,4,5,5,5,5,4,5,4,4,4,4,4,4,.,When the opportunity to apply what I have learned today I will. Our unit rarely ususes retraints but always de-escalation techniques ,5,.,3.583333333,4.333333333,3.5,4.625,40,58,27,38
Female ,3,4,1,.,.,1,1,.,.,4,4,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,2,1,2,1,1,1,"Behaviour indicates, trauma awareness, contraindication, and indicators is very helpful to use in my unit ",.,5,"Moderators/facilitators are great. Training was fun, simple, and learned a lot too",4.75,5,4,4.125,55,56,36,37
Female ,3,2,1,1,.,1,1,2,.,4,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,3,3,4,4,1,1,2,3,2,3,2,1,1,2,1,1,1,I don't go to codes,"Training was only helpful in learning about staff experiences. Faciltiators did their best within the limits of the materials. Training should be condensed into 1 day not 3. Physical movement not effective, learn on 1 day then without practice= nothing retained. In high adrenaline situation one is not able to think back to exercises only practiced 1 day - one only reacts ",2,Again the facilitators are excellent. This material is not relevant to my practice as a SW as I don't respond to codes. I understand that hospitals have to provide this type of training for liability purposes but this should and can be condensed into 1 day sthis is a colossal waste of my time. I had to prep/work overtime to cover my patients for a day of useless training ,2.083333333,3.833333333,1.25,3.625,15,45,22,21
Female ,3,1,1,1,.,2,1,.,.,4,4,4,4,4,1,1,1,3,4,4,4,4,3,1,1,1,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,.,5,5,5,5,4,5,4,4,4,4,3,4,5,3,3,4,3,3,3,Using the 3 different levels of restraints during codes or for transfer ,.,4,.,3.166666667,5,2.5,4.25,31,55,31,35
Female ,3,1,.,.,.,.,.,.,.,3,3,3,4,.,2,2,2,.,3,4,4,4,.,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,5,5,5,5,4,5,5,5,4,4,4,4,4,4,.,.,5,.,2.5,5,2.875,4.5,27,58,33,37
Non-binary,3,2,1,1,.,2,2,2,.,2,4,4,5,3,1,1,1,1,4,4,4,4,4,1,1,1,1,1,4,5,5,4,5,3,5,4,4,3,5,5,5,4,5,5,5,4,3,5,5,5,4,5,4,3,3,5,1,2,2,2,3,2,.,.,4,.,2.833333333,4.416666667,2.125,4.5,29,53,26,35
Male ,3,3,1,1,.,.,.,1,.,3,3,4,4,4,4,3,3,3,4,5,5,4,4,3,3,3,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,.,.,5,.,3.75,4.833333333,3.625,4.5,45,56,34,39
Female,3,1,1,1,.,.,.,.,.,3,3,2,3,4,3,3,3,1,2,4,4,3,4,.,.,1,3,2,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,3,3,3,.,.,.,.,2.916666667,3.75,2.125,4,31,45,26,32
Female ,3,2,1,1,.,.,1,.,.,5,4,4,4,4,3,3,3,3,4,2,2,4,2,2,2,2,2,3,3,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,5,5,3,4,4,4,4,4,4,4,.,.,4,"Space was too small, hot, loud, and shared. We need a better training location. Facilitators were great.",3.416666667,4.333333333,2.5,4,34,49,29,34
Female ,3,3,1,1,.,2,1,.,.,4,4,4,4,4,2,2,4,4,4,4,4,.,4,4,3,3,3,3,4,5,5,5,5,4,4,4,4,4,5,5,5,4,4,3,3,3,3,5,5,5,4,4,5,5,4,4,2,2,2,2,1,1,.,.,4,Provide better room for the training ,3.666666667,4.583333333,3,3.75,39,49,33,34
Male ,3,4,1,1,.,1,.,.,.,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,3.833333333,4.833333333,3.875,4.75,45,56,36,40
Non-binary,3,1,.,1,.,.,1,.,.,4,3,3,4,4,2,2,1,1,4,4,4,2,2,1,1,1,1,1,2,4,4,4,4,5,4,4,4,4,4,4,4,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,2,3,Debriefing; definitely want to make more time to debrief,Team control techniques - sometimes situations are a lot more dynamic and unpredictable on our unit. Not sure if all staff are at the same level of comfort for team control . Maybe if TIDES PoCFs are on site during codes? ,4,Great facilitators! Good time management! ,3,4.083333333,1.375,3,28,44,21,29
Female ,3,1,.,.,.,.,.,.,.,5,5,4,4,4,3,3,3,4,4,5,5,4,4,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,Team control moves ,.,5,Thanks!! :),4.083333333,5,3.75,5,45,60,36,40
Female ,3,6,1,1,.,1,1,.,.,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,2,2,2,2,2,2,.,.,5,.,3.916666667,5,3.875,5,47,60,35,36
